pair_id,idx_9000nm,idx_11000nm,distance_m,fpa_wl0,fpa_wl1,n_matches,n_inliers,inlier_ratio,mean_conf
33342_29946,33342,29946,8.354211897294777,14.8,13.0,784,784,1.0,0.991143524646759
33343_29946,33343,29946,8.354211897294777,14.8,13.0,784,784,1.0,0.9910847544670105
33345_29946,33345,29946,8.354211897294777,14.8,13.0,784,784,1.0,0.9910441637039185
33344_29946,33344,29946,8.354211897294777,14.8,13.0,784,784,1.0,0.9910405278205872
33351_29946,33351,29946,8.354211897294777,14.6,13.0,784,782,0.9974489795918368,0.9909839034080505
42113_39690,42113,39690,9.339524113797484,13.7,12.1,784,784,1.0,0.9915829300880432
42112_39690,42112,39690,9.339524113797484,13.7,12.1,784,784,1.0,0.991560697555542
42111_39690,42111,39690,9.339524113797484,13.7,12.1,784,784,1.0,0.9916183948516846
42110_39690,42110,39690,9.339524113797484,13.7,12.1,784,784,1.0,0.9916547536849976
42105_39690,42105,39690,9.339524113797484,13.7,12.1,784,784,1.0,0.9914295673370361
42106_39690,42106,39690,9.339524113797484,13.7,12.1,784,784,1.0,0.9915364980697632
42126_39690,42126,39690,9.339524113797484,13.7,12.1,784,783,0.9987244897959183,0.9915229678153992
42114_39690,42114,39690,9.339524113797484,13.7,12.1,784,784,1.0,0.9916402101516724
42120_39690,42120,39690,9.339524113797484,13.7,12.1,784,784,1.0,0.9916602373123169
42121_39690,42121,39690,9.339524113797484,13.7,12.1,784,784,1.0,0.9916962385177612
42122_39690,42122,39690,9.339524113797484,13.7,12.1,784,784,1.0,0.9916048645973206
42123_39690,42123,39690,9.339524113797484,13.7,12.1,784,784,1.0,0.9916584491729736
42124_39690,42124,39690,9.339524113797484,13.7,12.1,784,784,1.0,0.9915611147880554
42125_39690,42125,39690,9.339524113797484,13.7,12.1,784,784,1.0,0.9915248155593872
42104_39690,42104,39690,9.339524113797484,13.7,12.1,784,784,1.0,0.9914416670799255
42109_39690,42109,39690,9.339524113797484,13.7,12.1,784,784,1.0,0.9917305111885071
