pair_id,idx_9000nm,idx_11000nm,distance_m,fpa_wl0,fpa_wl1,n_matches,n_inliers,inlier_ratio,mean_conf
43436_40532,43436,40532,4.359350464530866,13.5,12.1,784,784,1.0,0.9939232468605042
43437_40532,43437,40532,4.359350464530866,13.5,12.1,784,782,0.9974489795918368,0.993913471698761
43430_40532,43430,40532,4.359350464530866,13.5,12.1,784,784,1.0,0.9940152764320374
43451_40532,43451,40532,4.359350464530866,13.5,12.1,784,784,1.0,0.9931118488311768
43452_40532,43452,40532,4.359350464530866,13.5,12.1,784,784,1.0,0.992993175983429
43453_40532,43453,40532,4.359350464530866,13.5,12.1,784,784,1.0,0.9929450154304504
43450_40532,43450,40532,4.359350464530866,13.5,12.1,784,784,1.0,0.9931942820549011
43422_40532,43422,40532,4.359350464530866,13.5,12.1,784,784,1.0,0.9937184453010559
43295_40433,43295,40433,5.74609844612315,13.5,12.1,784,784,1.0,0.9919871091842651
43297_40433,43297,40433,5.74609844612315,13.5,12.1,784,784,1.0,0.9919492602348328
43296_40433,43296,40433,5.74609844612315,13.5,12.1,784,784,1.0,0.9919520616531372
43318_40433,43318,40433,5.74609844612315,13.5,12.1,784,784,1.0,0.990759551525116
43319_40433,43319,40433,5.74609844612315,13.5,12.1,784,784,1.0,0.9907810688018799
43320_40433,43320,40433,5.74609844612315,13.5,12.1,784,784,1.0,0.9907373189926147
43321_40433,43321,40433,5.74609844612315,13.5,12.1,784,784,1.0,0.9906769394874573
43322_40433,43322,40433,5.74609844612315,13.5,12.1,784,784,1.0,0.9906336069107056
43323_40433,43323,40433,5.74609844612315,13.5,12.1,784,784,1.0,0.9906015396118164
43324_40433,43324,40433,5.74609844612315,13.5,12.1,784,784,1.0,0.9905440807342529
43325_40433,43325,40433,5.74609844612315,13.5,12.1,784,784,1.0,0.990543782711029
43326_40433,43326,40433,5.74609844612315,13.5,12.1,784,784,1.0,0.990470826625824
43357_40433,43357,40433,5.74609844612315,13.5,12.1,784,784,1.0,0.989650309085846
43356_40433,43356,40433,5.74609844612315,13.5,12.1,784,784,1.0,0.9896326661109924
43355_40433,43355,40433,5.74609844612315,13.5,12.1,784,784,1.0,0.9896507263183594
43354_40433,43354,40433,5.74609844612315,13.5,12.1,784,784,1.0,0.9897711873054504
43353_40433,43353,40433,5.74609844612315,13.5,12.1,784,784,1.0,0.9898257851600647
43352_40433,43352,40433,5.74609844612315,13.5,12.1,784,784,1.0,0.9899100661277771
43351_40433,43351,40433,5.74609844612315,13.5,12.1,784,784,1.0,0.9898659586906433
43350_40433,43350,40433,5.74609844612315,13.5,12.1,784,784,1.0,0.9898480772972107
43317_40433,43317,40433,5.74609844612315,13.5,12.1,784,778,0.9923469387755102,0.9907671809196472
43316_40433,43316,40433,5.74609844612315,13.5,12.1,784,782,0.9974489795918368,0.9908615350723267
43315_40433,43315,40433,5.74609844612315,13.5,12.1,784,784,1.0,0.9909537434577942
43314_40433,43314,40433,5.74609844612315,13.5,12.1,784,784,1.0,0.9909703731536865
