pair_id,idx_9000nm,idx_11000nm,distance_m,n_matches,n_inliers,inlier_ratio,mean_conf
43382_40433,43382,40433,5.74609844612315,1621,1323,0.8161628624305984,0.34834426641464233
43383_40433,43383,40433,5.74609844612315,1557,1257,0.8073217726396917,0.3509649634361267
43384_40433,43384,40433,5.74609844612315,1553,1256,0.8087572440437862,0.349605917930603
43385_40433,43385,40433,5.74609844612315,1493,1202,0.8050904219691896,0.35145318508148193
43386_40433,43386,40433,5.74609844612315,1566,1306,0.8339719029374202,0.3510703146457672
43387_40433,43387,40433,5.74609844612315,1581,1342,0.8488298545224542,0.345464825630188
43388_40433,43388,40433,5.74609844612315,1485,1184,0.7973063973063973,0.35022273659706116
43389_40433,43389,40433,5.74609844612315,1403,1186,0.8453314326443335,0.3510264456272125
43358_40433,43358,40433,5.74609844612315,1576,1309,0.8305837563451777,0.3543113172054291
43359_40433,43359,40433,5.74609844612315,1626,1253,0.7706027060270603,0.3565469980239868
43360_40433,43360,40433,5.74609844612315,1595,1287,0.8068965517241379,0.3588137924671173
43361_40433,43361,40433,5.74609844612315,1625,1340,0.8246153846153846,0.3550374209880829
43362_40433,43362,40433,5.74609844612315,1584,1280,0.8080808080808081,0.36290818452835083
43363_40433,43363,40433,5.74609844612315,1650,1367,0.8284848484848485,0.35691583156585693
43396_40433,43396,40433,5.74609844612315,1176,936,0.7959183673469388,0.34448763728141785
43397_40433,43397,40433,5.74609844612315,1136,895,0.7878521126760564,0.3425069749355316
43302_40433,43302,40433,5.74609844612315,1570,1228,0.7821656050955414,0.34658101201057434
43303_40433,43303,40433,5.74609844612315,1582,1235,0.7806573957016435,0.3521472215652466
43304_40433,43304,40433,5.74609844612315,1604,1296,0.8079800498753117,0.3544272184371948
43305_40433,43305,40433,5.74609844612315,1616,1292,0.7995049504950495,0.35240912437438965
43306_40433,43306,40433,5.74609844612315,1624,1302,0.8017241379310345,0.35016876459121704
43307_40433,43307,40433,5.74609844612315,1690,1377,0.814792899408284,0.3583768904209137
43308_40433,43308,40433,5.74609844612315,1717,1374,0.8002329644729179,0.3600921034812927
43309_40433,43309,40433,5.74609844612315,1654,1372,0.8295042321644498,0.3592931032180786
43292_40397,43292,40397,5.924778338956314,1374,1097,0.7983988355167394,0.33703523874282837
43293_40397,43293,40397,5.924778338956314,1351,1015,0.7512953367875648,0.33546051383018494
43291_40397,43291,40397,5.924778338956314,1377,1099,0.7981118373275236,0.34384414553642273
43283_40397,43283,40397,5.924778338956314,1276,1035,0.8111285266457681,0.34171804785728455
43286_40397,43286,40397,5.924778338956314,1260,960,0.7619047619047619,0.34335342049598694
43285_40397,43285,40397,5.924778338956314,1250,986,0.7888,0.341237872838974
43284_40397,43284,40397,5.924778338956314,1286,949,0.7379471228615864,0.3389829993247986
43287_40397,43287,40397,5.924778338956314,1335,980,0.7340823970037453,0.34028446674346924
43294_40397,43294,40397,5.924778338956314,1259,983,0.7807783955520254,0.33378463983535767
43290_40397,43290,40397,5.924778338956314,1398,1092,0.7811158798283262,0.3461809754371643
43288_40397,43288,40397,5.924778338956314,1351,1070,0.7920059215396003,0.3391575515270233
43289_40397,43289,40397,5.924778338956314,1411,1132,0.8022678951098512,0.3402286171913147
43539_41615,43539,41615,6.295719753711419,49,19,0.3877551020408163,0.2983834445476532
43538_41615,43538,41615,6.295719753711419,43,18,0.4186046511627907,0.27940165996551514
43545_41615,43545,41615,6.295719753711419,51,23,0.45098039215686275,0.27401429414749146
43546_41615,43546,41615,6.295719753711419,50,25,0.5,0.2786819338798523
43544_41615,43544,41615,6.295719753711419,48,22,0.4583333333333333,0.28374630212783813
43541_41615,43541,41615,6.295719753711419,48,17,0.3541666666666667,0.27879390120506287
43542_41615,43542,41615,6.295719753711419,53,22,0.41509433962264153,0.2876523435115814
43543_41615,43543,41615,6.295719753711419,51,18,0.35294117647058826,0.2766211926937103
43534_41615,43534,41615,6.295719753711419,52,21,0.40384615384615385,0.2840351164340973
43535_41615,43535,41615,6.295719753711419,48,22,0.4583333333333333,0.28267964720726013
43536_41615,43536,41615,6.295719753711419,47,19,0.40425531914893614,0.2750166356563568
43537_41615,43537,41615,6.295719753711419,49,24,0.4897959183673469,0.27500173449516296
43540_41615,43540,41615,6.295719753711419,51,20,0.39215686274509803,0.29381629824638367
43506_40639,43506,40639,6.948864853109311,1413,1140,0.8067940552016986,0.36106932163238525
43504_40639,43504,40639,6.948864853109311,1363,1194,0.8760088041085841,0.3498416841030121
43505_40639,43505,40639,6.948864853109311,1407,1240,0.8813077469793887,0.35820329189300537
