pair_id,idx_9000nm,idx_pan,distance_m,n_matches,n_inliers,inlier_ratio,mean_conf
52552_34671,52552,34671,9.549440401391353,0,0,0.0,0.0
52585_34671,52585,34671,9.549440401391353,5,0,0.0,0.237561896443367
52586_34671,52586,34671,9.549440401391353,6,0,0.0,0.24737440049648285
52587_34671,52587,34671,9.549440401391353,5,0,0.0,0.23884430527687073
52588_34671,52588,34671,9.549440401391353,8,7,0.875,0.26006650924682617
52590_34671,52590,34671,9.549440401391353,3,0,0.0,0.2666997015476227
52589_34671,52589,34671,9.549440401391353,9,7,0.7777777777777778,0.274623304605484
52591_34671,52591,34671,9.549440401391353,2,0,0.0,0.2505645453929901
52592_34671,52592,34671,9.549440401391353,2,0,0.0,0.24997824430465698
52596_34671,52596,34671,9.549440401391353,5,0,0.0,0.2513265013694763
52593_34671,52593,34671,9.549440401391353,3,0,0.0,0.2353137731552124
52594_34671,52594,34671,9.549440401391353,2,0,0.0,0.21828773617744446
52595_34671,52595,34671,9.549440401391353,6,0,0.0,0.2605145275592804
52566_34671,52566,34671,9.549440401391353,5,0,0.0,0.22749312222003937
52597_34671,52597,34671,9.549440401391353,2,0,0.0,0.21134385466575623
52567_34671,52567,34671,9.549440401391353,5,0,0.0,0.2403138428926468
52600_34671,52600,34671,9.549440401391353,3,0,0.0,0.2524232864379883
52491_34671,52491,34671,9.549440401391353,0,0,0.0,0.0
52571_34671,52571,34671,9.549440401391353,13,7,0.5384615384615384,0.28621774911880493
52572_34671,52572,34671,9.549440401391353,3,0,0.0,0.24376340210437775
52573_34671,52573,34671,9.549440401391353,8,7,0.875,0.24208290874958038
52574_34671,52574,34671,9.549440401391353,5,0,0.0,0.29195988178253174
52575_34671,52575,34671,9.549440401391353,8,7,0.875,0.2823396921157837
52576_34671,52576,34671,9.549440401391353,9,7,0.7777777777777778,0.2518947124481201
52490_34671,52490,34671,9.549440401391353,3,0,0.0,0.25600650906562805
52549_34671,52549,34671,9.549440401391353,1,0,0.0,0.3590461313724518
52492_34671,52492,34671,9.549440401391353,1,0,0.0,0.20276792347431183
52605_34671,52605,34671,9.549440401391353,2,0,0.0,0.31690460443496704
52582_34671,52582,34671,9.549440401391353,7,0,0.0,0.2761543393135071
52608_34671,52608,34671,9.549440401391353,8,7,0.875,0.24719655513763428
52607_34671,52607,34671,9.549440401391353,7,0,0.0,0.22804014384746552
52613_34671,52613,34671,9.549440401391353,8,7,0.875,0.3216584324836731
52583_34671,52583,34671,9.549440401391353,8,7,0.875,0.2835632562637329
52615_34671,52615,34671,9.549440401391353,10,7,0.7,0.2863309979438782
52616_34671,52616,34671,9.549440401391353,8,7,0.875,0.3034467399120331
52614_34671,52614,34671,9.549440401391353,10,7,0.7,0.27589696645736694
52621_34671,52621,34671,9.549440401391353,2,0,0.0,0.4430738687515259
52620_34671,52620,34671,9.549440401391353,2,0,0.0,0.49840429425239563
52619_34671,52619,34671,9.549440401391353,4,0,0.0,0.36683690547943115
52618_34671,52618,34671,9.549440401391353,4,0,0.0,0.337954580783844
52617_34671,52617,34671,9.549440401391353,7,0,0.0,0.27996566891670227
52598_34671,52598,34671,9.549440401391353,1,0,0.0,0.3304981589317322
52622_34671,52622,34671,9.549440401391353,4,0,0.0,0.281528115272522
52599_34671,52599,34671,9.549440401391353,4,0,0.0,0.2271859347820282
52606_34671,52606,34671,9.549440401391353,2,0,0.0,0.32545483112335205
52604_34671,52604,34671,9.549440401391353,1,0,0.0,0.24807298183441162
52603_34671,52603,34671,9.549440401391353,2,0,0.0,0.20430579781532288
52602_34671,52602,34671,9.549440401391353,0,0,0.0,0.0
52601_34671,52601,34671,9.549440401391353,2,0,0.0,0.24798350036144257
52612_34671,52612,34671,9.549440401391353,7,0,0.0,0.3151806890964508
52609_34671,52609,34671,9.549440401391353,7,0,0.0,0.2882930636405945
52610_34671,52610,34671,9.549440401391353,6,0,0.0,0.3034723401069641
52611_34671,52611,34671,9.549440401391353,6,0,0.0,0.33546555042266846
52548_34671,52548,34671,9.549440401391353,4,0,0.0,0.23430004715919495
52547_34671,52547,34671,9.549440401391353,5,0,0.0,0.2592918276786804
52551_34671,52551,34671,9.549440401391353,3,0,0.0,0.28190287947654724
52584_34671,52584,34671,9.549440401391353,5,0,0.0,0.2562466263771057
52580_34671,52580,34671,9.549440401391353,4,0,0.0,0.24889084696769714
52579_34671,52579,34671,9.549440401391353,4,0,0.0,0.24646873772144318
52578_34671,52578,34671,9.549440401391353,5,0,0.0,0.264272540807724
52577_34671,52577,34671,9.549440401391353,5,0,0.0,0.2806255519390106
52557_34671,52557,34671,9.549440401391353,2,0,0.0,0.20809000730514526
52556_34671,52556,34671,9.549440401391353,1,0,0.0,0.33215972781181335
52555_34671,52555,34671,9.549440401391353,3,0,0.0,0.25546154379844666
52581_34671,52581,34671,9.549440401391353,6,0,0.0,0.27143049240112305
52569_34671,52569,34671,9.549440401391353,6,0,0.0,0.28357577323913574
52570_34671,52570,34671,9.549440401391353,7,0,0.0,0.2850266098976135
52568_34671,52568,34671,9.549440401391353,4,0,0.0,0.30296412110328674
52565_34671,52565,34671,9.549440401391353,3,0,0.0,0.25143691897392273
52558_34671,52558,34671,9.549440401391353,1,0,0.0,0.2671608328819275
52559_34671,52559,34671,9.549440401391353,1,0,0.0,0.21676447987556458
52560_34671,52560,34671,9.549440401391353,4,0,0.0,0.2584453821182251
52550_34671,52550,34671,9.549440401391353,4,0,0.0,0.23756982386112213
52562_34671,52562,34671,9.549440401391353,4,0,0.0,0.25054773688316345
52563_34671,52563,34671,9.549440401391353,4,0,0.0,0.25930461287498474
52564_34671,52564,34671,9.549440401391353,4,0,0.0,0.22476834058761597
52561_34671,52561,34671,9.549440401391353,7,0,0.0,0.24964703619480133
