pair_id,idx_9000nm,idx_pan,distance_m,n_matches,n_inliers,inlier_ratio,mean_conf
49725_37399,49725,37399,3.420847964575665,774,711,0.9186046511627907,0.7776656150817871
49726_37399,49726,37399,3.420847964575665,771,743,0.9636835278858625,0.7737693786621094
49727_37399,49727,37399,3.420847964575665,768,743,0.9674479166666666,0.7653437256813049
49728_37399,49728,37399,3.420847964575665,771,739,0.9584954604409858,0.7673649787902832
49731_37399,49731,37399,3.420847964575665,776,696,0.8969072164948454,0.7578570246696472
49732_37399,49732,37399,3.420847964575665,778,727,0.9344473007712082,0.757329523563385
49729_37399,49729,37399,3.420847964575665,775,718,0.9264516129032258,0.7613491415977478
49730_37399,49730,37399,3.420847964575665,776,715,0.9213917525773195,0.7606468796730042
49721_37399,49721,37399,3.420847964575665,779,730,0.9370988446726572,0.7862838506698608
49722_37399,49722,37399,3.420847964575665,778,726,0.9331619537275064,0.784116268157959
49723_37399,49723,37399,3.420847964575665,776,726,0.9355670103092784,0.7843814492225647
49724_37399,49724,37399,3.420847964575665,776,730,0.9407216494845361,0.7795326709747314
49710_37481,49710,37481,5.981364015640452,770,725,0.9415584415584416,0.7453821897506714
49720_37481,49720,37481,5.981364015640452,762,704,0.9238845144356955,0.7684379816055298
49709_37481,49709,37481,5.981364015640452,766,737,0.9621409921671018,0.7463547587394714
49719_37481,49719,37481,5.981364015640452,759,715,0.9420289855072463,0.7698497772216797
49715_37481,49715,37481,5.981364015640452,767,732,0.954367666232073,0.7556167840957642
49714_37481,49714,37481,5.981364015640452,776,697,0.8981958762886598,0.7550389170646667
49713_37481,49713,37481,5.981364015640452,768,679,0.8841145833333334,0.7558175325393677
49702_37481,49702,37481,5.981364015640452,741,660,0.8906882591093117,0.7537446022033691
49712_37481,49712,37481,5.981364015640452,766,703,0.9177545691906005,0.7508370280265808
49703_37481,49703,37481,5.981364015640452,748,695,0.929144385026738,0.7458093762397766
49704_37481,49704,37481,5.981364015640452,743,711,0.9569313593539704,0.7426270842552185
49711_37481,49711,37481,5.981364015640452,769,725,0.9427828348504551,0.7503864765167236
49687_37481,49687,37481,5.981364015640452,760,716,0.9421052631578948,0.7675274014472961
49686_37481,49686,37481,5.981364015640452,755,722,0.9562913907284768,0.7670367360115051
49717_37481,49717,37481,5.981364015640452,768,724,0.9427083333333334,0.7550105452537537
49716_37481,49716,37481,5.981364015640452,768,703,0.9153645833333334,0.7550694346427917
49688_37481,49688,37481,5.981364015640452,765,706,0.9228758169934641,0.7725170254707336
49694_37481,49694,37481,5.981364015640452,759,723,0.9525691699604744,0.763586163520813
49693_37481,49693,37481,5.981364015640452,752,701,0.9321808510638298,0.7633264660835266
49718_37481,49718,37481,5.981364015640452,763,723,0.9475753604193972,0.7628576755523682
49708_37481,49708,37481,5.981364015640452,768,686,0.8932291666666666,0.7403334379196167
49677_37481,49677,37481,5.981364015640452,759,720,0.9486166007905138,0.7358421087265015
49678_37481,49678,37481,5.981364015640452,756,733,0.9695767195767195,0.7396692037582397
49695_37481,49695,37481,5.981364015640452,764,694,0.9083769633507853,0.7623152136802673
49696_37481,49696,37481,5.981364015640452,756,687,0.9087301587301587,0.7633479833602905
49697_37481,49697,37481,5.981364015640452,748,669,0.8943850267379679,0.7641286849975586
49698_37481,49698,37481,5.981364015640452,758,698,0.920844327176781,0.7654494643211365
49699_37481,49699,37481,5.981364015640452,754,679,0.9005305039787799,0.7678084373474121
49700_37481,49700,37481,5.981364015640452,750,675,0.9,0.7633260488510132
49701_37481,49701,37481,5.981364015640452,745,699,0.938255033557047,0.7590461373329163
49670_37481,49670,37481,5.981364015640452,762,688,0.9028871391076115,0.7277083992958069
49671_37481,49671,37481,5.981364015640452,766,698,0.9112271540469974,0.7290785312652588
49672_37481,49672,37481,5.981364015640452,760,726,0.9552631578947368,0.7331254482269287
49705_37481,49705,37481,5.981364015640452,752,675,0.8976063829787234,0.7406695485115051
49706_37481,49706,37481,5.981364015640452,761,696,0.9145860709592641,0.7420212030410767
49707_37481,49707,37481,5.981364015640452,760,654,0.8605263157894737,0.7382298707962036
49684_37481,49684,37481,5.981364015640452,757,722,0.9537648612945839,0.7679581642150879
49685_37481,49685,37481,5.981364015640452,760,729,0.9592105263157895,0.7666077613830566
