pair_id,idx_11000nm,idx_pan,distance_m,fpa_wl0,fpa_wl1,n_matches,n_inliers,inlier_ratio,mean_conf
41840_25413,41840,25413,7.024347694522669,12.0,11.9,784,784,1.0,0.9662699699401855
41839_25413,41839,25413,7.024347694522669,12.0,11.9,784,784,1.0,0.9663403630256653
41838_25413,41838,25413,7.024347694522669,12.0,11.9,784,784,1.0,0.9665524959564209
41837_25413,41837,25413,7.024347694522669,12.0,11.9,784,784,1.0,0.9666326642036438
41836_25413,41836,25413,7.024347694522669,12.0,11.9,784,784,1.0,0.966224193572998
41835_25413,41835,25413,7.024347694522669,12.0,11.9,784,784,1.0,0.966727614402771
41834_25413,41834,25413,7.024347694522669,12.0,11.9,784,784,1.0,0.9663630127906799
41833_25413,41833,25413,7.024347694522669,12.0,11.9,784,784,1.0,0.9667525291442871
41832_25413,41832,25413,7.024347694522669,12.0,11.9,784,784,1.0,0.9675107598304749
41831_25413,41831,25413,7.024347694522669,12.0,11.9,784,784,1.0,0.9675473570823669
41830_25413,41830,25413,7.024347694522669,12.0,11.9,784,784,1.0,0.9674949049949646
41797_25413,41797,25413,7.024347694522669,12.0,11.9,784,784,1.0,0.9735006093978882
41796_25413,41796,25413,7.024347694522669,12.0,11.9,784,768,0.9795918367346939,0.9736753106117249
41827_25413,41827,25413,7.024347694522669,12.0,11.9,784,784,1.0,0.9672314524650574
41826_25413,41826,25413,7.024347694522669,12.0,11.9,784,784,1.0,0.9681258797645569
41825_25413,41825,25413,7.024347694522669,12.0,11.9,784,784,1.0,0.9688422679901123
41824_25413,41824,25413,7.024347694522669,12.0,11.9,784,784,1.0,0.969063401222229
41823_25413,41823,25413,7.024347694522669,12.0,11.9,784,784,1.0,0.9693781733512878
41822_25413,41822,25413,7.024347694522669,12.0,11.9,784,784,1.0,0.9697041511535645
41821_25413,41821,25413,7.024347694522669,12.0,11.9,784,784,1.0,0.9695336222648621
41820_25413,41820,25413,7.024347694522669,12.0,11.9,784,784,1.0,0.9695377945899963
41819_25413,41819,25413,7.024347694522669,12.0,11.9,784,784,1.0,0.9698509573936462
41818_25413,41818,25413,7.024347694522669,12.0,11.9,784,784,1.0,0.9704615473747253
