pair_id,idx_11000nm,idx_pan,distance_m,fpa_wl0,fpa_wl1,n_matches,n_inliers,inlier_ratio,mean_conf
41869_25413,41869,25413,7.024347694522669,12.0,11.9,784,784,1.0,0.9669563174247742
41868_25413,41868,25413,7.024347694522669,12.0,11.9,784,784,1.0,0.9678274393081665
41867_25413,41867,25413,7.024347694522669,12.0,11.9,784,784,1.0,0.9676865339279175
41866_25413,41866,25413,7.024347694522669,12.0,11.9,784,784,1.0,0.9674822092056274
41865_25413,41865,25413,7.024347694522669,12.0,11.9,784,784,1.0,0.9670746326446533
41864_25413,41864,25413,7.024347694522669,12.0,11.9,784,784,1.0,0.9673331379890442
41863_25413,41863,25413,7.024347694522669,12.0,11.9,784,784,1.0,0.9677619934082031
41862_25413,41862,25413,7.024347694522669,12.0,11.9,784,784,1.0,0.9680783748626709
41829_25413,41829,25413,7.024347694522669,12.0,11.9,784,784,1.0,0.9673853516578674
41828_25413,41828,25413,7.024347694522669,12.0,11.9,784,784,1.0,0.9673599004745483
41859_25413,41859,25413,7.024347694522669,12.0,11.9,784,784,1.0,0.9676437377929688
41858_25413,41858,25413,7.024347694522669,12.0,11.9,784,784,1.0,0.9671208262443542
41857_25413,41857,25413,7.024347694522669,12.0,11.9,784,784,1.0,0.9670566916465759
41856_25413,41856,25413,7.024347694522669,12.0,11.9,784,784,1.0,0.9664818644523621
41855_25413,41855,25413,7.024347694522669,12.0,11.9,784,784,1.0,0.9654853940010071
41854_25413,41854,25413,7.024347694522669,12.0,11.9,784,784,1.0,0.9660766124725342
41853_25413,41853,25413,7.024347694522669,12.0,11.9,784,784,1.0,0.9659010171890259
41852_25413,41852,25413,7.024347694522669,12.0,11.9,784,784,1.0,0.965665876865387
41851_25413,41851,25413,7.024347694522669,12.0,11.9,784,784,1.0,0.965815544128418
41850_25413,41850,25413,7.024347694522669,12.0,11.9,784,784,1.0,0.9655832648277283
41849_25413,41849,25413,7.024347694522669,12.0,11.9,784,784,1.0,0.9657429456710815
41848_25413,41848,25413,7.024347694522669,12.0,11.9,784,784,1.0,0.9660384654998779
41847_25413,41847,25413,7.024347694522669,12.0,11.9,784,784,1.0,0.9664734601974487
41846_25413,41846,25413,7.024347694522669,12.0,11.9,784,784,1.0,0.9662802815437317
41813_25413,41813,25413,7.024347694522669,12.0,11.9,784,784,1.0,0.9722689986228943
41812_25413,41812,25413,7.024347694522669,12.0,11.9,784,784,1.0,0.9722371101379395
41843_25413,41843,25413,7.024347694522669,12.0,11.9,784,784,1.0,0.9664489030838013
41842_25413,41842,25413,7.024347694522669,12.0,11.9,784,784,1.0,0.9666442275047302
41841_25413,41841,25413,7.024347694522669,12.0,11.9,784,784,1.0,0.9665855765342712
